"t6_alpha0.95.lower","t6_alpha0.95.upper","t6_alpha0.95.conv.l","t6_alpha0.95.conv.u"
-0.0504557291666666,0.5712890625,1,1
-0.202365451388889,0.416666666666667,1,1
