"spell_duration","cens","case.ID","race","sex","highest_educ","age_at_start"
18,1,2,3,2,0,1992
32,0,2,3,2,0,1993
79,1,3,3,2,0,1989
12,1,3,3,2,0,1991
52,0,3,3,2,0,1993
22,1,4,3,2,1,1990
19,1,7,3,1,0,1992
39,1,9,3,1,1,1992
2,1,10,3,2,0,1990
5,1,10,3,2,0,1990
1,1,11,3,1,1,1993
10,1,14,3,2,1,1989
32,1,15,3,1,1,1990
3,1,15,3,1,1,1992
6,1,16,3,2,1,1990
1,1,17,3,1,1,1992
3,1,17,3,1,1,1992
8,1,17,3,1,1,1992
19,1,20,3,2,1,1990
1,1,20,3,2,1,1991
5,1,24,3,1,0,1993
10,1,25,3,2,1,1990
11,1,27,3,2,1,1993
4,1,27,3,2,1,1993
23,0,27,3,2,1,1993
2,1,31,1,1,0,1989
18,1,32,1,2,1,1989
42,1,32,1,2,1,1991
2,1,34,3,1,1,1989
195,0,37,3,2,0,1990
1,1,42,3,1,0,1989
2,1,42,3,1,0,1991
5,1,42,3,1,0,1993
62,1,43,3,2,0,1989
1,1,43,3,2,0,1991
52,1,43,3,2,0,1991
88,0,43,3,2,0,1992
1,1,44,3,2,0,1991
24,1,45,3,1,0,1990
166,0,48,3,1,0,1990
248,0,53,1,1,0,1989
11,1,61,3,2,1,1993
3,1,62,3,2,0,1989
40,1,67,3,1,1,1989
21,1,67,3,1,1,1991
15,1,68,3,2,1,1991
2,1,68,3,2,1,1992
2,1,68,3,2,1,1992
27,0,68,3,2,1,1993
28,1,70,3,1,1,1990
6,1,70,3,1,1,1992
6,1,71,3,1,1,1989
4,1,72,3,2,1,1992
7,1,72,3,2,1,1993
5,1,73,3,1,1,1993
8,1,74,3,2,1,1991
4,1,74,3,2,1,1991
8,1,74,3,2,1,1992
3,1,78,3,2,1,1989
17,1,78,3,2,1,1989
121,0,78,3,2,1,1991
7,1,80,3,1,1,1989
5,1,80,3,1,1,1989
1,1,81,3,1,1,1989
21,1,81,3,1,1,1990
16,1,81,3,1,1,1992
3,1,81,3,1,1,1993
2,1,81,3,1,1,1993
3,1,81,3,1,1,1993
14,1,81,3,1,1,1993
34,1,83,2,1,0,1991
39,0,83,2,1,0,1993
209,0,85,2,1,0,1989
1,0,86,2,2,0,1993
8,1,87,2,1,0,1989
26,1,87,2,1,0,1989
3,1,87,2,1,0,1990
2,1,87,2,1,0,1992
70,1,87,2,1,0,1992
2,1,91,3,2,1,1989
29,1,91,3,2,1,1992
12,1,92,3,2,0,1991
8,1,92,3,2,0,1992
9,1,92,3,2,0,1992
2,0,92,3,2,0,1993
2,1,96,3,2,0,1990
17,1,96,3,2,0,1991
5,1,97,3,2,0,1989
6,1,100,3,2,0,1990
17,1,100,3,2,0,1991
11,1,102,3,2,1,1991
1,1,104,3,2,0,1991
1,1,106,3,1,1,1992
4,1,107,3,1,1,1991
1,1,108,3,1,1,1989
1,1,108,3,1,1,1989
3,1,108,3,1,1,1989
29,1,108,3,1,1,1990
3,1,108,3,1,1,1991
4,1,111,3,2,0,1992
20,0,111,3,2,0,1993
6,1,112,3,2,0,1991
13,1,112,3,2,0,1991
1,1,112,3,2,0,1993
2,1,116,3,2,1,1989
3,1,118,3,2,0,1990
12,1,118,3,2,0,1991
61,1,121,3,2,1,1992
3,1,122,3,1,0,1991
56,1,124,3,2,1,1989
3,1,124,3,2,1,1990
154,0,124,3,2,1,1991
6,1,125,3,1,1,1989
30,0,127,3,1,0,1993
5,1,134,3,1,0,1991
45,1,134,3,1,0,1992
3,1,135,3,1,1,1989
2,1,135,3,1,1,1991
8,1,135,3,1,1,1991
8,1,135,3,1,1,1993
143,1,136,3,2,0,1990
12,0,136,3,2,0,1993
7,1,137,3,2,1,1989
13,1,137,3,2,1,1991
20,1,138,3,2,1,1989
1,1,138,3,2,1,1992
5,1,138,3,2,1,1993
15,0,139,3,1,1,1993
5,1,141,3,2,1,1989
1,1,141,3,2,1,1989
18,1,141,3,2,1,1989
3,1,141,3,2,1,1990
3,1,141,3,2,1,1990
32,1,141,3,2,1,1992
47,0,141,3,2,1,1993
3,1,142,3,1,0,1991
52,1,142,3,1,0,1991
81,0,144,3,2,0,1992
3,1,145,3,1,0,1990
91,1,145,3,1,0,1990
191,0,147,3,2,1,1990
12,1,149,3,2,0,1991
8,1,149,3,2,0,1993
11,1,150,3,1,0,1990
6,1,150,3,1,0,1991
2,1,155,3,1,0,1989
31,1,155,3,1,0,1989
1,1,155,3,1,0,1992
1,1,155,3,1,0,1993
2,1,155,3,1,0,1993
92,1,156,3,1,0,1990
4,0,156,3,1,0,1993
115,0,157,3,2,1,1991
12,1,160,3,2,1,1991
6,1,164,3,2,0,1991
4,1,165,3,2,0,1992
50,1,165,3,2,0,1992
39,1,167,3,2,0,1989
33,1,167,3,2,0,1991
13,1,167,3,2,0,1993
2,0,167,3,2,0,1993
3,1,170,3,2,1,1989
2,1,170,3,2,1,1993
3,1,171,3,1,1,1989
3,1,175,3,2,1,1990
15,1,175,3,2,1,1992
4,1,175,3,2,1,1992
22,1,175,3,2,1,1992
3,1,175,3,2,1,1993
3,1,176,3,2,1,1990
8,1,176,3,2,1,1991
53,0,176,3,2,1,1992
6,1,178,3,1,1,1993
1,1,178,3,1,1,1993
64,1,184,3,2,1,1991
1,1,185,3,1,0,1989
69,1,185,3,1,0,1990
9,1,185,3,1,0,1993
8,1,188,3,2,0,1992
1,1,189,3,1,1,1990
14,1,189,3,1,1,1991
31,1,190,3,2,1,1989
84,0,190,3,2,1,1992
16,1,191,3,1,1,1990
11,1,192,3,2,1,1991
1,1,194,3,1,1,1989
1,1,194,3,1,1,1992
22,1,196,3,1,1,1989
4,1,196,3,1,1,1989
4,1,196,3,1,1,1990
1,1,196,3,1,1,1992
233,0,197,3,2,0,1989
2,1,199,3,1,0,1990
2,1,199,3,1,0,1993
1,1,200,3,2,0,1992
7,1,202,3,1,1,1992
11,1,204,1,2,0,1991
7,1,207,3,1,0,1989
4,1,207,3,1,0,1989
74,1,207,3,1,0,1991
145,0,208,3,2,0,1990
46,1,209,3,1,0,1990
3,1,209,3,1,0,1992
21,1,209,3,1,0,1993
10,1,214,3,1,1,1989
3,1,214,3,1,1,1989
13,1,214,3,1,1,1990
8,1,214,3,1,1,1990
2,1,214,3,1,1,1990
2,1,214,3,1,1,1990
3,1,214,3,1,1,1991
10,0,216,3,2,1,1993
9,1,219,3,2,1,1992
33,1,222,2,1,0,1989
1,1,222,2,1,0,1989
21,1,222,2,1,0,1990
10,1,222,2,1,0,1991
7,1,222,2,1,0,1991
60,1,222,2,1,0,1992
2,1,224,2,2,0,1991
4,1,224,2,2,0,1991
3,1,224,2,2,0,1991
2,1,224,2,2,0,1992
3,1,224,2,2,0,1993
3,1,224,2,2,0,1993
205,0,226,1,1,1,1989
207,0,227,2,2,0,1990
10,1,229,3,2,0,1989
9,1,229,3,2,0,1990
2,1,229,3,2,0,1990
7,1,229,3,2,0,1991
8,1,229,3,2,0,1991
96,0,229,3,2,0,1991
3,1,230,3,1,1,1992
122,1,231,3,2,0,1990
5,1,231,3,2,0,1993
2,1,233,3,1,0,1989
19,1,234,3,1,0,1991
9,0,234,3,1,0,1993
12,1,236,3,2,1,1990
172,1,237,3,2,0,1989
78,0,237,3,2,0,1992
21,1,240,3,2,0,1989
1,1,240,3,2,0,1990
3,1,240,3,2,0,1990
3,1,240,3,2,0,1991
5,1,242,3,2,0,1989
3,1,242,3,2,0,1991
2,1,242,3,2,0,1993
7,1,244,3,2,0,1991
22,1,244,3,2,0,1991
16,1,245,3,2,1,1992
7,1,248,3,1,0,1989
18,1,248,3,1,0,1989
1,1,248,3,1,0,1990
2,1,248,3,1,0,1991
15,1,248,3,1,0,1991
20,1,248,3,1,0,1992
30,1,249,3,2,1,1989
10,1,249,3,2,1,1993
150,1,250,3,2,0,1990
7,1,252,3,2,0,1990
2,1,252,3,2,0,1991
109,0,252,3,2,0,1991
12,1,253,3,1,0,1989
15,1,253,3,1,0,1989
20,1,253,3,1,0,1990
29,1,253,3,1,0,1991
14,1,253,3,1,0,1992
22,0,253,3,1,0,1993
3,1,254,3,2,0,1992
4,1,254,3,2,0,1993
3,0,254,3,2,0,1993
7,1,255,3,2,0,1991
1,1,257,3,1,0,1993
5,1,258,3,2,1,1990
13,1,258,3,2,1,1990
2,1,259,3,1,0,1993
9,1,261,3,1,1,1990
1,1,264,3,2,1,1992
1,1,264,3,2,1,1992
8,1,264,3,2,1,1993
1,1,265,3,2,1,1989
6,1,265,3,2,1,1991
100,0,265,3,2,1,1992
14,1,268,3,1,0,1989
12,1,268,3,1,0,1990
14,1,268,3,1,0,1991
1,1,269,3,1,1,1990
2,1,271,3,2,1,1989
4,1,271,3,2,1,1990
3,1,271,3,2,1,1990
1,1,271,3,2,1,1991
1,1,271,3,2,1,1991
7,1,271,3,2,1,1992
15,1,274,3,1,1,1990
8,1,274,3,1,1,1991
15,1,275,3,2,1,1990
2,1,275,3,2,1,1991
3,1,275,3,2,1,1993
2,1,275,3,2,1,1993
7,1,275,3,2,1,1993
11,1,277,3,1,0,1991
4,1,277,3,1,0,1993
6,1,278,3,2,1,1991
9,1,278,3,2,1,1991
112,0,282,3,2,1,1991
5,1,285,1,2,0,1990
11,1,286,1,2,1,1990
7,1,286,1,2,1,1993
9,1,287,3,2,0,1991
6,1,289,3,2,0,1991
3,1,289,3,2,0,1992
40,1,291,2,1,0,1989
2,1,291,2,1,0,1992
7,1,292,3,2,1,1989
131,1,292,3,2,1,1989
69,0,292,3,2,1,1992
37,1,293,3,2,1,1991
1,1,293,3,2,1,1992
35,0,295,3,1,0,1992
3,1,297,3,2,0,1993
9,1,297,3,2,0,1993
3,1,298,1,2,0,1989
11,1,298,1,2,0,1989
76,1,299,1,1,0,1991
3,1,311,3,1,0,1992
58,1,312,3,2,0,1989
3,1,314,3,2,0,1993
125,1,315,3,1,0,1989
117,0,315,3,1,0,1991
8,1,316,3,1,0,1992
11,1,319,3,2,1,1990
3,1,319,3,2,1,1991
31,1,319,3,2,1,1992
18,1,320,3,1,0,1989
143,0,322,3,2,1,1990
151,1,324,3,1,0,1989
36,1,324,3,1,0,1992
1,0,324,3,1,0,1993
225,0,325,3,1,1,1989
1,1,327,3,2,1,1993
234,0,330,1,1,0,1989
5,1,331,1,1,0,1989
170,0,331,1,1,0,1990
24,1,332,1,1,0,1990
32,1,332,1,1,0,1992
58,0,335,2,2,1,1992
3,1,337,2,1,0,1990
24,0,337,2,1,0,1993
225,0,339,2,2,0,1989
112,1,340,2,2,0,1990
65,0,340,2,2,0,1992
3,1,343,2,2,1,1991
26,1,344,3,2,1,1990
99,1,344,3,2,1,1990
42,1,344,3,2,1,1992
21,0,344,3,2,1,1993
11,1,345,2,2,1,1991
1,1,345,2,2,1,1991
61,0,345,2,2,1,1992
17,1,347,3,2,1,1990
11,1,347,3,2,1,1991
2,1,348,3,1,0,1989
2,1,348,3,1,0,1989
5,1,348,3,1,0,1993
54,1,350,3,1,1,1991
28,1,354,3,2,0,1989
71,0,354,3,2,0,1992
1,1,359,3,2,1,1989
4,1,359,3,2,1,1989
4,1,359,3,2,1,1991
17,1,359,3,2,1,1991
5,1,360,3,2,1,1991
12,1,360,3,2,1,1992
52,1,360,3,2,1,1992
152,0,362,3,1,0,1991
73,1,363,3,2,0,1989
135,0,363,3,2,0,1991
40,0,365,3,2,1,1993
2,1,366,3,1,1,1989
2,1,367,3,2,1,1989
91,1,371,3,2,1,1989
119,0,371,3,2,1,1991
97,1,373,3,2,0,1989
24,1,374,3,2,0,1990
2,1,375,3,1,0,1990
7,1,375,3,1,0,1991
1,1,375,3,1,0,1992
2,1,375,3,1,0,1993
20,1,376,3,1,1,1990
47,1,376,3,1,1,1990
34,1,376,3,1,1,1992
29,1,376,3,1,1,1993
38,1,379,2,2,0,1990
112,0,379,2,2,0,1991
3,1,380,2,1,0,1990
30,1,380,2,1,0,1992
1,0,380,2,1,0,1993
5,1,382,2,2,0,1992
62,1,382,2,2,0,1992
9,1,387,2,1,0,1989
5,1,387,2,1,0,1991
35,1,387,2,1,0,1991
3,1,387,2,1,0,1992
1,1,387,2,1,0,1993
7,1,388,2,2,1,1989
178,1,388,2,2,1,1990
10,1,390,2,2,0,1989
224,0,390,2,2,0,1989
2,1,391,2,2,0,1989
9,1,391,2,2,0,1989
11,1,391,2,2,0,1990
3,1,391,2,2,0,1990
2,1,391,2,2,0,1991
2,1,391,2,2,0,1991
4,1,391,2,2,0,1992
3,1,391,2,2,0,1992
132,1,394,2,1,0,1990
2,0,394,2,1,0,1993
4,1,395,2,2,1,1989
179,1,395,2,2,1,1989
2,1,395,2,2,1,1992
1,1,395,2,2,1,1993
2,1,395,2,2,1,1993
5,1,396,2,1,0,1989
14,1,396,2,1,0,1992
252,0,397,2,2,0,1989
1,1,399,3,2,1,1989
4,1,399,3,2,1,1989
1,1,399,3,2,1,1991
4,1,399,3,2,1,1991
18,1,400,3,2,1,1990
5,1,401,3,2,0,1989
2,1,401,3,2,0,1990
54,1,401,3,2,0,1990
12,1,401,3,2,0,1991
80,0,402,3,2,0,1992
5,1,403,3,1,0,1989
21,1,403,3,1,0,1989
7,1,403,3,1,0,1991
93,1,403,3,1,0,1991
11,0,403,3,1,0,1993
4,1,404,3,1,0,1990
17,1,405,3,2,1,1991
24,1,405,3,2,1,1993
15,1,407,3,2,1,1990
1,1,408,3,1,0,1989
9,1,411,3,1,0,1991
6,1,411,3,1,0,1992
4,1,411,3,1,0,1993
3,1,412,3,1,1,1991
2,1,412,3,1,1,1992
8,1,413,3,1,0,1989
114,1,414,3,2,1,1989
2,1,414,3,2,1,1992
3,1,415,3,1,0,1989
5,1,415,3,1,0,1990
2,1,415,3,1,0,1990
5,1,415,3,1,0,1990
40,1,415,3,1,0,1991
11,0,415,3,1,0,1993
234,0,416,3,2,1,1989
18,1,418,3,2,1,1989
12,1,418,3,2,1,1990
19,1,418,3,2,1,1991
17,1,418,3,2,1,1992
1,1,419,3,1,0,1989
31,1,419,3,1,0,1989
3,1,419,3,1,0,1992
13,1,419,3,1,0,1993
4,0,420,3,1,0,1993
4,1,423,3,2,1,1989
11,1,423,3,2,1,1990
23,1,425,3,2,0,1990
2,1,425,3,2,0,1991
4,1,428,3,2,1,1989
64,1,428,3,2,1,1989
8,1,433,3,1,0,1992
2,1,433,3,1,0,1992
2,1,433,3,1,0,1993
3,1,438,3,2,1,1990
3,1,438,3,2,1,1990
3,1,440,3,1,0,1990
5,1,440,3,1,0,1992
6,1,442,3,2,0,1989
2,1,442,3,2,0,1989
12,1,442,3,2,0,1990
4,1,444,3,2,1,1989
66,1,444,3,2,1,1990
11,1,444,3,2,1,1993
3,1,444,3,2,1,1993
3,1,445,3,1,1,1990
1,1,445,3,1,1,1990
2,1,445,3,1,1,1990
5,1,445,3,1,1,1992
18,0,445,3,1,1,1993
1,1,448,3,1,0,1991
1,1,452,3,2,1,1989
8,1,452,3,2,1,1989
12,1,452,3,2,1,1990
1,1,453,3,1,0,1990
1,1,453,3,1,0,1990
1,0,453,3,1,0,1993
3,1,454,3,2,1,1991
22,1,455,3,2,1,1989
36,1,455,3,2,1,1991
1,1,455,3,2,1,1992
7,1,455,3,2,1,1993
38,1,456,3,1,1,1989
4,1,456,3,1,1,1992
7,1,456,3,1,1,1992
10,1,456,3,1,1,1993
1,1,456,3,1,1,1993
9,1,457,3,1,1,1990
48,1,459,3,2,1,1991
70,0,459,3,2,1,1992
1,1,463,3,1,0,1991
1,1,463,3,1,0,1993
3,1,465,3,2,0,1992
1,1,466,3,1,1,1989
1,1,466,3,1,1,1989
1,1,466,3,1,1,1990
1,1,466,3,1,1,1990
1,1,466,3,1,1,1990
1,1,466,3,1,1,1990
1,1,466,3,1,1,1993
14,1,467,3,2,1,1990
81,0,469,1,1,0,1992
37,1,470,3,1,0,1990
13,1,470,3,1,0,1991
7,0,470,3,1,0,1993
2,1,471,3,2,0,1989
2,1,473,3,1,0,1990
15,1,473,3,1,0,1992
29,1,474,3,2,0,1990
116,0,474,3,2,0,1991
1,1,475,3,2,0,1991
2,1,476,3,2,0,1989
197,0,476,3,2,0,1990
1,1,477,3,1,0,1989
9,1,477,3,1,0,1991
19,1,477,3,1,0,1992
1,1,477,3,1,0,1992
40,1,477,3,1,0,1992
5,1,477,3,1,0,1993
144,1,478,3,2,0,1990
1,1,484,3,1,0,1991
10,1,484,3,1,0,1993
169,1,485,3,2,0,1989
10,1,486,3,1,0,1992
40,1,488,3,1,0,1992
4,1,490,3,1,1,1989
9,1,490,3,1,1,1989
13,1,491,3,2,0,1989
12,1,491,3,2,0,1990
3,1,491,3,2,0,1992
241,0,492,3,2,0,1989
1,1,493,3,1,1,1991
39,1,495,3,2,0,1992
9,1,498,3,1,0,1990
11,1,498,3,1,0,1991
2,1,499,3,2,0,1989
2,1,499,3,2,0,1989
1,1,499,3,2,0,1992
8,1,500,3,2,1,1993
3,1,501,3,2,1,1991
210,0,504,3,2,0,1989
4,1,505,3,1,0,1991
6,1,505,3,1,0,1992
9,1,505,3,1,0,1992
4,1,505,3,1,0,1993
35,0,506,3,2,1,1993
68,1,507,3,2,1,1989
8,1,507,3,2,1,1990
7,1,508,3,1,0,1993
167,0,516,2,1,0,1990
82,1,518,2,1,0,1989
5,1,518,2,1,0,1991
1,1,522,2,2,1,1993
6,1,523,2,1,1,1991
1,1,523,2,1,1,1992
2,1,523,2,1,1,1993
9,1,524,2,1,1,1989
2,1,524,2,1,1,1991
3,1,525,2,2,1,1993
6,1,528,3,2,0,1989
3,1,528,3,2,0,1990
8,1,529,3,2,0,1991
10,1,529,3,2,0,1992
48,1,530,3,2,0,1991
29,0,530,3,2,0,1993
27,1,531,3,1,0,1991
32,1,531,3,1,0,1991
68,0,531,3,1,0,1992
3,1,533,3,2,1,1990
6,1,533,3,2,1,1991
13,1,533,3,2,1,1993
1,1,534,3,1,0,1993
1,0,534,3,1,0,1993
1,1,535,3,1,0,1989
24,1,535,3,1,0,1989
76,1,535,3,1,0,1990
38,0,535,3,1,0,1993
106,1,536,3,2,0,1990
43,1,537,3,1,0,1991
16,1,537,3,1,0,1992
4,1,538,3,1,0,1991
146,0,542,3,2,0,1991
12,1,544,3,2,0,1989
42,1,544,3,2,0,1989
7,1,544,3,2,0,1990
2,1,544,3,2,0,1991
17,1,544,3,2,0,1991
3,1,544,3,2,0,1992
63,1,546,3,2,0,1991
7,1,548,3,2,0,1989
102,1,548,3,2,0,1989
10,1,548,3,2,0,1993
2,1,549,3,1,0,1989
3,1,553,3,1,1,1993
4,1,555,3,1,0,1989
5,1,555,3,1,0,1990
9,1,555,3,1,0,1990
1,1,555,3,1,0,1991
4,1,555,3,1,0,1991
232,0,557,3,2,1,1989
3,1,560,3,1,1,1989
39,1,560,3,1,1,1992
4,1,560,3,1,1,1993
1,1,561,3,2,1,1989
3,1,561,3,2,1,1989
2,1,561,3,2,1,1990
2,1,561,3,2,1,1990
1,1,561,3,2,1,1991
1,1,561,3,2,1,1992
1,1,561,3,2,1,1992
1,1,561,3,2,1,1992
3,1,561,3,2,1,1992
1,1,561,3,2,1,1993
2,1,561,3,2,1,1993
156,0,563,3,2,1,1991
21,1,564,3,1,1,1989
7,1,564,3,1,1,1989
5,1,565,3,1,1,1989
3,1,566,3,2,0,1990
1,1,566,3,2,0,1990
4,1,566,3,2,0,1991
24,0,567,3,2,1,1993
3,1,568,3,2,0,1989
17,1,568,3,2,0,1991
16,1,568,3,2,0,1991
1,1,571,3,1,1,1989
2,1,571,3,1,1,1989
2,1,574,3,2,1,1991
14,1,576,3,2,1,1990
3,1,576,3,2,1,1991
14,1,576,3,2,1,1992
19,1,578,3,1,1,1990
30,0,578,3,1,1,1993
2,1,580,3,1,0,1989
1,1,580,3,1,0,1990
3,1,580,3,1,0,1990
2,1,580,3,1,0,1993
5,1,581,3,1,0,1991
3,1,581,3,1,0,1992
2,1,582,3,2,1,1989
7,1,583,3,1,1,1990
10,1,583,3,1,1,1991
2,1,583,3,1,1,1991
5,1,584,3,1,0,1993
9,1,585,3,2,0,1990
123,1,585,3,2,0,1990
32,0,585,3,2,0,1993
15,1,586,3,1,1,1989
3,1,586,3,1,1,1990
86,0,586,3,1,1,1992
43,1,587,3,1,0,1990
106,1,587,3,1,0,1991
79,1,590,3,2,0,1989
4,1,590,3,2,0,1993
1,1,591,1,2,1,1989
3,1,592,3,1,0,1989
4,1,593,1,2,1,1989
6,1,593,1,2,1,1989
6,1,593,1,2,1,1989
2,1,593,1,2,1,1989
75,1,593,1,2,1,1990
86,1,593,1,2,1,1992
5,0,593,1,2,1,1993
3,1,594,2,1,0,1989
4,1,594,2,1,0,1990
19,1,594,2,1,0,1991
5,1,595,2,1,0,1991
123,0,595,2,1,0,1991
22,1,596,2,1,1,1990
4,1,598,2,2,1,1990
2,1,598,2,2,1,1990
8,1,598,2,2,1,1991
36,0,598,2,2,1,1993
1,1,600,3,1,1,1990
22,0,601,3,2,1,1992
1,1,602,3,1,0,1991
14,1,602,3,1,0,1992
3,1,602,3,1,0,1992
16,1,602,3,1,0,1993
3,1,602,3,1,0,1993
4,1,602,3,1,0,1993
6,0,602,3,1,0,1993
18,1,604,3,2,1,1992
7,1,605,3,1,0,1990
26,1,608,3,2,1,1989
2,1,608,3,2,1,1989
187,0,608,3,2,1,1990
8,1,613,3,1,0,1992
88,1,618,3,2,1,1990
22,1,619,3,2,0,1992
57,1,621,2,2,0,1991
36,1,621,2,2,0,1992
5,0,621,2,2,0,1993
56,1,622,2,2,1,1989
1,1,622,2,2,1,1993
5,1,626,3,2,0,1992
7,1,626,3,2,0,1992
5,1,629,3,1,0,1989
35,1,629,3,1,0,1989
21,1,629,3,1,0,1992
23,1,632,3,2,0,1992
3,1,632,3,2,0,1993
13,0,632,3,2,0,1993
6,1,636,3,2,0,1989
5,1,637,3,1,1,1989
1,1,639,3,1,0,1989
1,1,639,3,1,0,1990
14,1,641,3,1,0,1991
21,0,642,3,2,0,1993
208,0,643,3,2,0,1990
33,1,648,3,2,0,1989
12,1,650,3,2,1,1989
4,1,652,3,2,1,1991
1,1,652,3,2,1,1991
21,1,654,3,2,0,1990
225,0,656,3,2,1,1989
12,1,657,3,2,1,1993
2,1,660,3,2,1,1991
4,1,660,3,2,1,1992
10,1,660,3,2,1,1993
13,1,662,3,2,0,1989
21,1,662,3,2,0,1991
12,0,662,3,2,0,1993
3,1,663,3,1,1,1991
32,1,664,3,2,1,1989
6,1,664,3,2,1,1993
3,1,665,3,2,1,1989
256,0,668,3,2,0,1989
1,1,669,3,1,0,1989
3,1,669,3,1,0,1990
89,1,670,3,2,1,1990
3,1,671,2,1,1,1993
1,1,674,2,1,0,1989
4,1,674,2,1,0,1989
2,1,674,2,1,0,1989
1,1,674,2,1,0,1989
13,1,675,2,1,0,1989
16,1,675,2,1,0,1990
76,1,675,2,1,0,1991
3,1,675,2,1,0,1992
4,1,675,2,1,0,1993
5,1,677,2,2,0,1989
6,1,677,2,2,0,1991
5,1,677,2,2,0,1992
1,1,678,2,1,0,1989
14,1,678,2,1,0,1990
11,1,678,2,1,0,1992
6,1,678,2,1,0,1993
11,1,679,2,1,0,1989
2,1,680,2,2,0,1989
2,1,680,2,2,0,1990
3,1,682,2,2,0,1989
13,1,682,2,2,0,1990
13,1,682,2,2,0,1991
7,1,682,2,2,0,1992
66,0,682,2,2,0,1992
53,1,685,3,1,0,1990
1,1,685,3,1,0,1991
4,1,685,3,1,0,1991
1,1,685,3,1,0,1991
9,0,685,3,1,0,1993
1,1,686,3,1,1,1989
21,1,686,3,1,1,1992
10,1,686,3,1,1,1993
57,1,687,3,1,0,1989
35,1,687,3,1,0,1991
49,1,689,3,2,0,1989
28,1,689,3,2,0,1990
126,0,689,3,2,1,1991
5,1,690,3,1,0,1991
5,1,690,3,1,0,1992
1,1,692,3,2,1,1991
1,1,692,3,2,1,1992
91,1,698,3,2,0,1990
118,1,700,3,1,0,1989
26,1,700,3,1,0,1991
17,1,700,3,1,0,1992
43,0,700,3,1,0,1993
9,1,701,3,1,0,1989
1,1,701,3,1,0,1989
35,1,701,3,1,0,1990
32,1,701,3,1,0,1991
3,1,701,3,1,0,1993
16,1,702,3,1,0,1989
30,1,702,3,1,0,1989
48,1,702,3,1,0,1990
36,1,702,3,1,0,1991
66,0,702,3,1,0,1992
8,1,703,3,2,0,1989
2,1,703,3,2,0,1990
5,1,703,3,2,0,1993
60,0,705,3,1,1,1992
170,0,706,3,2,1,1990
226,0,708,3,2,0,1989
10,1,709,3,1,0,1989
2,1,709,3,1,0,1989
2,1,709,3,1,0,1989
16,1,709,3,1,0,1989
4,1,709,3,1,0,1990
170,0,709,3,1,0,1990
11,1,710,3,1,1,1989
3,0,710,3,1,1,1993
2,1,711,3,1,0,1993
2,1,714,3,1,0,1990
1,1,714,3,1,0,1991
5,1,714,3,1,0,1992
2,0,714,3,1,0,1993
62,1,715,3,1,0,1990
1,1,716,3,1,0,1990
27,1,716,3,1,0,1991
33,1,716,3,1,0,1991
2,1,717,3,1,0,1990
5,1,717,3,1,0,1991
3,1,717,3,1,0,1993
2,1,718,3,1,0,1992
3,1,718,3,1,0,1992
4,1,719,3,1,0,1989
47,1,721,3,2,0,1990
1,1,721,3,2,0,1991
5,1,723,3,2,0,1989
24,1,723,3,2,0,1991
5,1,723,3,2,0,1992
3,1,726,3,2,1,1992
3,1,728,3,1,0,1991
7,1,728,3,1,0,1993
9,1,729,3,1,0,1991
26,1,732,3,1,0,1989
23,1,732,3,1,0,1992
8,1,733,3,2,1,1989
1,1,733,3,2,1,1991
127,0,733,3,2,1,1991
8,1,735,3,1,0,1989
19,1,735,3,1,0,1990
21,1,735,3,1,0,1991
6,1,735,3,1,0,1992
11,1,735,3,1,0,1992
57,1,737,3,1,0,1990
78,0,737,3,1,0,1992
54,1,739,3,2,0,1992
1,0,739,3,2,0,1993
13,1,740,3,2,1,1992
33,1,741,3,1,0,1990
74,0,741,3,1,0,1992
139,0,743,3,2,1,1991
5,1,746,3,2,0,1990
56,1,746,3,2,1,1991
2,1,750,3,1,0,1989
3,1,750,3,1,0,1989
4,1,750,3,1,0,1990
2,1,750,3,1,0,1993
34,1,753,2,1,0,1992
20,1,756,1,2,0,1990
2,1,756,1,2,0,1990
3,1,756,1,2,0,1991
76,1,756,1,2,0,1992
9,1,757,2,2,1,1990
37,1,759,2,2,0,1989
93,1,759,2,2,0,1990
45,1,759,2,2,0,1993
6,1,763,1,1,0,1989
8,1,763,1,1,0,1989
2,1,763,1,1,0,1990
7,1,763,1,1,0,1990
1,1,763,1,1,0,1990
2,1,765,1,1,0,1990
9,1,765,1,1,0,1991
9,1,765,1,1,0,1992
5,1,768,3,2,0,1989
5,1,768,3,2,0,1990
175,0,768,3,2,0,1990
8,1,769,3,1,0,1990
22,1,770,3,2,0,1989
2,1,770,3,2,0,1990
11,1,770,3,2,0,1990
93,1,770,3,2,0,1991
15,0,770,3,2,0,1993
33,1,776,3,1,1,1990
19,1,776,3,1,1,1991
2,1,776,3,1,1,1991
4,1,776,3,1,1,1992
2,0,776,3,1,1,1993
4,1,777,3,1,1,1991
32,1,777,3,1,1,1993
18,1,779,3,2,1,1992
15,1,782,1,1,0,1989
9,1,782,1,1,0,1990
1,1,782,1,1,0,1991
9,1,782,1,1,0,1993
37,1,783,1,2,0,1991
37,1,783,1,2,0,1992
14,1,783,1,2,0,1993
4,1,784,1,1,0,1989
44,1,784,1,1,0,1991
10,0,784,1,1,0,1993
5,1,787,3,2,0,1989
33,1,788,3,2,1,1991
38,1,788,3,2,1,1992
109,0,789,3,2,0,1991
10,1,790,3,2,0,1990
26,1,790,3,2,0,1990
20,0,790,3,2,0,1993
21,1,791,3,1,0,1991
2,1,791,3,1,0,1992
22,1,791,3,1,0,1992
